,title,date,keywords,section
270,10位女性荣获全国三八红旗手标兵,2017-02-28,"三八红旗手,模范,推荐",4  
271,冯梅梅勇夺双向飞碟射击世界冠军,1987-11-08,"不明飞行物,双向飞碟,飞碟射击",3  
272,李妮娜 巾帼本色,2009-01-23,"李妮娜,冬奥会,世界杯",12  
273,痛失巾帼英才,1983-05-08,"妇女,林巧稚同志,中国",3  
274,绿茵巾帼风采,1999-07-13,"女足世界杯赛,比赛,运动",8  
275,巾帼创业扬帆起航,2010-08-20,"创业,妇女,贷款",13  
276,巾帼犁耙手,1995-12-05,"责任田,农副业",2  
277,巾帼当歌,1997-05-30,"苏西·马罗尼,佛罗里达海峡,游泳",7  
278,巾帼健儿会泉城,1981-05-13,"比赛,女篮,中国",7  
279,巾帼拥军情,1992-07-10,"拥军优属,“无限美好”,“民拥军”",4  
280,“铁人”突破看巾帼,1997-06-16,"铁人三项,奥运会,“铁人”",8  
281,名震巾帼足坛,1996-08-15,"足球,原国家队,女足",8  
282,巾帼英姿看今朝,1995-08-27,"妇女,参政议政,市场",3  
283,中华巾帼轻轻举起,1990-09-26,"举重,亚运会,教练员",2  
284,梅岭巾帼建林场,1985-03-12,"林场,梅岭,民兵班",2  
285,巾帼采珍,1989-03-07,"妇女求爱,学校,大开出租汽车公司",7  
286,斯里兰卡巾帼总统,1994-11-14,"迪萨纳亚克,“猛虎”,总统候选人",7  
287,斯里兰卡巾帼总统,1994-11-13,"钱德里卡·库马拉通加,钱德里卡·班达拉奈克,职务调整",7  
288,巾帼蓝天梦,2015-09-05,"中国民航大学,军事训练,工程",4  
289,巾帼奇举,1998-07-05,"苏西·马罗尼,世界纪录,游泳",3  
290,巾帼凌空豪情在,1985-03-14,"飞机,妇女,德·拉罗什",8  
291,巾帼心系国是,1996-03-08,"人大代表,农业科技,会议",8  
292,巾帼挥杆露峥嵘,1991-02-05,"挥杆,牡丹江队,哈尔滨队",4  
293,巾帼英豪还看今朝,1960-03-07,"妇女,中国,世界纪录",4  
294,武汉：下岗职工在服务行业显身手,1999-04-03,"下岗职工,服务行业,满春街巾帼家政服务队",1  
295,《红军女英雄传》即将出版,1986-02-20,"《红军女英雄传》,出版,“女司令”",3  
296,虞城获取“中国木兰之乡”,2007-12-11,"中国木兰文化研究中心,“中国木兰之乡”,《巾帼英雄花木兰》",16  
297,苗寨普法反家暴,2016-03-08,"普法,妇女,巾帼志愿者",14  
298,全国农村留守妇女互助组总数达30万,2015-01-16,"农村留守妇女,妇女互助组,服务行业",9  
299,《看中国》系列画册首发,2005-06-03,"《看中国》,系列画册,座谈会",4  
300,达尔美杯女子举重邀请赛将在沪举行,1987-12-21,"女子举重,举重邀请赛,“达尔美”",3  
301,进一步发挥农村妇女在现代化建设中的作用,2002-06-19,"农村妇女,科技,“巾帼科技致富工程”",2  
302,千方百计扩大再就业,2003-04-08,"残疾人,再就业,社区",4  
303,山东 集中投入智力扶贫,1998-01-10,"济困,妇女,山东省滨州地区",7  
304,坚定不移地贯彻男女平等的基本国策（社论）,1997-03-08,"基本国策,男女平等,贯彻",1  
305,“母亲河”保护行动深入推进 “半边天”西部开发建立功勋,2002-01-22,"保护母亲河,妇女,工程",6  
306,宁夏　扶持国企下岗女工创业（各地链接）,2005-05-27,"创业,下岗,国有企业",13  
307,山东崛起一批女优秀民营企业家广西女性撑起非公经济半边天,2004-03-08,"民营企业家,非公经济,优秀民营",4  
308,首都各界妇女纪念“三八”节,1992-03-08,"妇女,纪念,“三八”节",1  
309,妇女创业就业工作大有可为,2006-09-22,"就业,妇女,创业",15  
310,顶起“半边天”,2008-02-23,"妇女,儿童,农村",7  
311,风雨不改巾帼志（走基层转作风改文风·万里海疆行）,2011-10-24,"民兵,文风,作风",6  
312,天津妇联3年安置10万余下岗女工,2002-06-16,"下岗女工,安置,社区",2  
313,春天的故事,2009-07-05,"妇女,就业,故事",4  
314,宜春农家女闯入艺术殿堂,1993-01-01,"农家女,全国首创巾帼书画社,艺术",2  
315,精神文明结硕果,2003-08-24,"精神文明,成果,《歌颂家庭好风尚》",6  
316,花木兰故乡十万妇女建功立业,1995-06-19,"花木兰,妇女建功立业,“巾帼标兵”",3  
317,秋瑾、徐锡麟等烈士陵墓重新修建,1981-09-01,"烈士,徐锡麟,秋瑾",4  
318,发挥妇女在家庭文明建设中独特作用,2016-12-31,"建设,文化,家庭文明",4  
319,信 息,1997-09-29,"法律,服务质量,领导干部",11  
320,在打赢脱贫攻坚战中发挥妇女半边天作用,2017-01-14,"妇女,脱贫,攻坚战中发挥",7  
321,积极参加『讲文明树新风』活动,1997-08-05,"文化,中央精神文明建设指导委员会,“讲文明、树新风”",4  
322,小额信贷架“富”桥,2001-03-24,"小额信贷,下岗,“巾帼建功”",7  
323,发挥妇女“半边天”作用（认真贯彻男女平等基本国策）,2004-04-05,"妇女,男女平等,半边天",10  
324,社区里的女“雷锋”,2012-03-16,"社区,橄榄枝,志愿者",6  
325,十运会武术散打女子预赛开战（动感2005）,2005-04-29,"散打女子预赛,武术散打女子,交战",12  
326,昌邑女干部登台唱主角,1996-04-26,"妇女干部,妇女人才开发促进会,乡镇",3  
327,何宝珍（永远的丰碑（206））,2005-09-30,"何宝珍,革命,女子师范学校",2  
328,隆真（永远的丰碑（221））,2005-10-15,"郭隆真,“觉悟社”,妇女委员会",2  
329,姐妹手拉手共走创业路（综述）,2003-02-13,"创业,妇女,就业",16  
330,巾帼英雄看今朝,1958-12-08,"妇女自卫队,海防,农业",2  
331,巾帼绿茵健儿荟萃京城,1992-10-08,"北京海淀体育场,中国,比赛",4  
332,女总理支持巾帼“出征”,1990-07-23,"巴基斯坦国家曲棍球队,运动员,亚运会",3  
333,中州巾帼轰动沧州擂台,1987-10-13,"徐斌,原字口,进攻",3  
334,在冰上拚搏的巾帼,1989-04-12,"比赛,郭洪茹,世界大学生运动会",4  
335,须眉不让巾帼独美,2001-11-21,"比赛,夺冠,亚洲纪录",8  
336,常青原来是巾帼,1995-05-13,"故事,革命英雄主义,建设",8  
337,科教兴国　巾帼争先,1999-03-09,"科教兴国,科技,妇女",7  
338,巾帼英雄（图片新闻）,2004-03-10,"诞辰,钱秀玲,中比关系",3  
339,挪威绿茵巾帼誓夺冠,1995-06-17,"夺冠,挪威队,女足",4  
340,亚洲巾帼力士汇聚石龙,1993-12-16,"比赛,世界纪录,青年",4  
341,外国妇女盛赞华夏巾帼,1999-03-09,"妇女,秘书长,成绩",7  
342,爆米花（美术）,1995-08-27,"美术,农村",4  
343,图片报道,2001-07-25,"“巾帼服务直销队”,下岗职工,上岗",12  
344,图片报道,1990-09-24,亚运会,2  
345,致读者,1999-01-14,"“社会经纬”,职工,青年",12  
346,汗水铺出冠军路,1987-11-22,"第一名,张玉萍,武星赵长军",4  
347,全国妇联座谈公民道德建设实施纲要,2001-10-30,"建设,公民道德,实施纲要",6  
348,『东西互助手拉手』启动,1996-11-12,"互助手拉手,东西互助,妇女",3  
349,用党的十八大精神凝聚妇女力量 为全面建成小康社会而齐心奋斗,2013-01-11,"妇女,十八大,小康社会",4  
350,山东6万下岗女工社区再就业,2002-12-08,"社区,下岗,女工",4  
351,全国家庭服务职业风采大赛电视总决赛举行,2011-01-29,"比赛,家庭服务职业,风采大赛电视",2  
352,中国女排再夺世界冠军,1982-09-27,"数据库,公文",4  
353,图片报道,2003-03-18,代表,6  
354,团结亿万妇女迈向新世纪,1995-11-15,"妇女,全国妇联七届三次执委会,迈向新世纪",1  
355,提高妇女整体素质,2000-03-16,"妇女,权利,维护",10  
356,速读,2009-11-12,"航道,贵州省政协,培训",4  
357,真情温暖留守孩子（志愿服务进行时）,2016-03-01,"留守流动儿童,志愿者,母亲",9  
358,全城义捐救助病童(暖流),2012-03-20,"王佳慧,志愿者,济困",6  
359,兴奋之余的思考,1988-05-08,"世界纪录,国家女子举重集训队,中国",3  
360,桑榆未晚“志愿”忙,2001-07-25,"天津市和平区鞍山道小学,“志愿”,“家庭学堂”",12  
361,新闻摄影比赛,2002-04-27,"就业,妇女,服务员",4  
362,图片报道,2015-01-27,"“爱心接力妈妈”,“爱心妈妈”,礼品",6  
363,图片报道,2001-03-24,"“三八”红旗手,“巾帼建功”,模范",7  
364,海后女科技人员勇挑科研重担,1994-03-31,"科研,科技人员,“巾帼建功”",3  
365,图片报道,2001-03-05,"“巾帼文明示范岗”,职业道德建设,文化",5  
366,图片报道,2001-11-04,"下岗,“巾帼接送车”,职务调整",3  
367,图片新闻,1997-06-08,"转业,劳模,复员",2  
368,图片报道,2002-12-23,"妇女,“双学双比”,示范基地",11  
369,简讯,1984-02-29,"“巾帼杯”,第二名,排球",3  
370,谁跟谁比？（精彩瞬间）,1998-03-03,,12  
371,图片报道,2002-09-03,"“全国青年文明号”,文化",4  
372,浪淘沙,1981-11-26,"数据库,公文,红旗",8  
373,梅兰芳史料陈列馆,1994-09-19,"《凤还巢》,《穆桂英》,凤凰墩",8  
374,民警女杰,1998-06-06,"湖南省衡山县公安局预审股,“全国巾帼建功标兵”,“湖南省十杰民警”",7  
375,小鱼治水,2017-06-22,"“小鱼治水”,志愿者,青年",10  
376,图片报道,2003-07-16,"“巾帼创业带头人”,下岗职工",4  
377,乌克兰的女交警,1998-06-19,"警察,交通",6  
378,图片报道,2001-03-24,"电信,“巾帼文明示范岗”",7  
379,体育强国看振兴,2016-08-22,"体育强国,女排,高峰",14  
380,图片报道,2000-04-07,"“巾帼文明示范岗”,三八红旗集体,城区",4  
381,图片新闻,1994-04-13,"体育场,建设,中国",4  
382,风雷京剧团推出《冯婉贞》,2000-01-15,"《冯婉贞》,北京风雷京剧团,侵略",5  
383,妇女发展前景光辉（年终专稿）,2000-12-21,"妇女发展,视察,妇女工作",12  
384,有梦想更美丽,2013-10-28,"妇女,“大维权”,中国",4  
385,各级妇联推动和谐理念深入城乡家庭,2006-12-14,"城乡家庭,文化,巾帼文明队",4  
386,构建先进性别文化（贯彻基本国策　实现性别平等）,2015-10-13,"妇女工作,基本国策,贯彻",19  
387,充分发挥“半边天”作用,2013-10-29,"妇女,半边天,文化",2  
388,诗三首,1989-05-08,,8  
389,海南红烛,1995-09-06,"“花园、乐园、学园”,小学,傅映柏",5  
390,托老所里“母女”乐,2003-09-26,"“母女”,朝阳社区托老,“党员志愿者”",13  
391,图片报道,1991-04-12,"“巾帼建功模范”,职工,客户",4  
392,垃圾分类进苗寨,2013-07-20,"垃圾分类,比赛,卫生工作",11  
393,图片报道,2013-05-07,"“姐妹指路队”,上岗,社区",13  
394,荣成农发行会计服务受好评,2001-06-11,"会计,荣成农发行,企业",10  
395,悼邓大姐,1992-07-24,"马万祺,去世",8  
396,图片报道,1995-07-20,"国际交流,嘉奖",5  
397,图片新闻,1999-05-19,"群众监督,群众建议,青年",3  
398,图片报道,2007-03-08,"道班,“全国巾帼文明岗”,公路",4  
399,邯郸招收下岗女工当“洁嫂”,1998-06-19,"女工,“洁嫂”,下岗",2  
400,满江红,1986-04-16,,8  
401,吉林开展消防宣传教育年活动,2001-06-04,"教育,消防宣传,文化",1  
402,图片报道,2001-03-24,"“巾帼建功”,科技进步奖,解放军",7  
403,东北特色的歌舞晚会,1992-08-22,"歌舞晚会,舞蹈,《好一个中国潮》",8  
404,家政大比武政府发证书,2005-09-16,"政府,比赛,家政服务员",6  
405,河南洛阳白马企业集团挡车工邓志芳（图片）,1996-05-07,"河南洛阳白马企业集团,集团挡车工,总结",11  
406,大漠女子放线工,1995-09-01,"女子放线工,“巾帼不让须眉”",9  
407,改革大潮中的“半边天”,1993-08-31,"改革,农村,半边天",3  
408,“三八”国际妇女节纪念暨表彰大会在京举行,2017-03-09,"表彰,“三八”国际,纪念大会",4  
409,向女航天员们表示崇高敬意,2012-07-31,"中国,妇女,航天事业",4  
410,四川培养选拔女干部举措新,2005-03-08,"培养选拔,后备干部,“巾帼之友”",4  
411,纪念“三八”节暨全国三八红旗手表彰大会举行,2014-03-01,"三八红旗手,表彰,纪念大会",4  
412,江苏省妇联为“留守儿童”营造温馨家园（发挥妇联作用 促进家庭和谐）,2007-01-10,"江苏省妇联,“留守儿童”,农村",4  
413,洗手间的美容师（社会扫描）,1999-06-04,"洗手间,下岗,“美容师”",3  
414,一手抓发展　一手抓维权,1999-01-14,"维权,一手抓,妇女干部",12  
415,冯敏事迹引起反响,1993-06-28,"冯敏,边疆,地方",1  
416,各地新闻点击,2003-08-09,"“巾帼生态庭院”,高等院校,可削铅笔",5  
417,采取有力措施切实维护　妇女权益促进妇女发展,2012-07-13,"妇女,维护,权利",2  
418,"求真务实　开拓创新
推进基层妇女群众工作",2012-05-22,"开拓创新,妇女工作,群众工作",4  
419,开拓扶贫新路子（短评）,1996-11-12,"济困,妇女,短评",3  
420,太平洋保险杯四国女足赛今天开战,2002-01-23,"太平洋保险杯,四国女足,女足赛",8  
421,女子五人破两项亚洲纪录,1987-06-07,"亚洲纪录,比赛,全运会",3  
422,绍兴县十五万妇女在乡镇企业显身手,1987-04-20,"乡镇企业,妇女,农村",4  
423,盘龙２８名女青年奔赴老山前线,1987-06-19,"名女青年,老山前线,县委",4  
424,我巾帼力士获十五枚金牌,1988-12-05,"世界纪录,举重锦标赛,女子举重",3  
425,冰雪荒原上的巾帼英雄,1984-01-23,"视察,科学,中国",3  
426,大海豪情 巾帼建功（时代先锋）,2010-03-07,"张丽丽,工程,建设",16  
427,下岗劳模李翠花（巾帼风采）,1997-10-20,"李翠花,下岗,劳模",11  
428,我巾帼小将摘取团体全能桂冠,1993-12-09,"中国,比赛,第二名",4  
429,巾帼胜须眉 只身走非洲,1993-09-04,"大陆,庆典,丹吉尔",6  
430,铁流劲旅中的巾帼们,1996-09-25,"长征,铁流劲旅,战士",11  
431,“大墙内”的巾帼建功者,2003-03-14,"“大墙内”,教育,谈话",11  
432,燕赵巾帼『拉手』歌（扶贫攻坚）,1998-09-05,"济困,妇女,人口",7  
433,大山深处播种希望（巾帼风采）,1998-06-06,"大山深处,深处播种希望,学生",7  
434,油海红花 巾帼建功(时代先锋),2011-03-08,"尤立红,比赛,技能大赛",14  
435,巾帼神射手李对红墨城报捷,1987-04-04,"李对红,第一名,比赛",4  
436,巾帼“棋痴”芮乃伟,2005-12-23,"芮乃伟,比赛,“棋痴”",12  
437,西安卫星测控中心巾帼建功,1995-10-16,"西安卫星测控中心,专业,科技成果",5  
438,建设新农村　巾帼立新功,2006-02-19,"农村,建设,妇女",7  
439,租地排大戏舞台颂巾帼,1995-05-07,"中国青年艺术剧院,交战,《战地玉人魂》",4  
440,巾帼医家第一人,1990-04-15,"病人,常愧,医药",8  
441,巾帼神枪手　虎年脱颖出,1986-03-14,"比赛,牟燕梅,重庆市射击队",3  
442,南非巾帼英雄再次举行示威,1959-11-06,"抗议,非洲妇女,示威",6  
443,冰城三巾帼勇斗持枪歹徒,1988-11-25,"持枪歹徒,张国珍,杜晓春",4  
444,巾帼添彩　十月秋盛,2008-10-29,"十月秋,妇女,代表",5  
445,巾帼科技尖兵的战场目光（定格）,2014-03-23,"科技,装备,中国空军八一飞行表演队",6  
446,巾帼神枪手 靶场传喜讯,1981-10-12,"世界纪录,巫兰英,冯梅梅",4  
447,中国巾帼故事感动维也纳观众,2008-09-01,"维也纳国家歌剧院,故事,《木兰诗篇》",6  
448,柔道巾帼漂亮逆转（奥运之星）,2008-08-16,"奥运会,第一名,佟文",1  
449,巾帼魅力尽显越野场,2005-03-09,"教练员,运动,展览",11  
450,巾帼骑士再创佳绩（超越之星）,2008-09-11,"成绩,比赛,菲·约翰逊",5  
451,下岗军嫂张玫（巾帼风采）,1997-12-15,"军嫂,张玫,下岗",11  
452,巾帼巧手绣三峡,2001-03-08,"工程建设,三峡工程,交战",4  
453,巾帼对弈达卡 棋手争夺激烈,1985-11-25,"比赛,阿奴巴玛·阿,宁春红",3  
454,巾帼“孺子牛”（时代先锋）,2007-01-03,"“孺子牛”,段玉珍,低保",4  
455,巾帼神探 侠骨柔情（时代先锋）,2012-05-17,"张娟,遗体,群众",5  
456,她们——职场巾帼 不让须眉,2007-03-08,"德鲁·吉尔平·福斯特,美国哈佛大学,厨师",10  
457,将军书画展举办,2010-12-04,"将军书画展,民族文化,纪念",8  
458,全国短道汽车拉力赛山西站结束,2005-09-30,"全国短道汽车拉力赛,比赛,闭幕",12  
459,首都６００名门球女杰挥杆角逐,1988-03-14,"“紫罗兰”,中国,运动",3  
460,信 息,1997-11-17,"“巾帼桥”,家庭暴力,社会稳定",11  
461,人民日报社召开首次妇代会,1993-03-07,"妇代会,首创,“巾帼建功”",3  
462,“帮你一把富起来”丛书发行,2001-03-26,"“帮你一把富起来”,发行,全国农村妇女科技指导中心",6  
463,喜剧故事《穆桂英休夫》（图片）,1996-03-02,"《穆桂英休夫》,喜剧故事,“八个婆婆八根筋”",7  
464,秀创意,2017-06-08,"文化,民族,创意",11  
465,黑龙江戏剧展演首都舞台,1994-06-22,"戏剧,展演,《木兰传奇》",8  
466,北京呼家楼妇女工作重文化,2002-03-19,"妇女工作,文化,道德",6  
467,全国公安女篮联赛在柳州举行,1992-11-24,"全国公安女篮,比赛,广西共八支巾帼女篮",4  
468,中直举办女职工先进事迹报告会,1999-02-26,"事迹报告会,先进事迹,建设",3  
469,柯琴芳抗洪救人牺牲被追认为革命烈士,1998-09-16,"柯琴芳,牺牲,追记荣誉",3  
470,新疆军区近千名女军人立功,1995-02-21,"新疆军区,红旗手,成绩",3  
471,图片报道,2017-05-24,"创业,培训,就业",11  
472,英雄颂（二首）,2003-06-10,传染病,16  
473,往昔精神再现（留言板）,2004-08-30,"往昔精神,手机,女排",10  
474,“爱祖国万人万米书画长卷”开笔,1995-08-20,"人万,纪念活动,《巾帼英雄卷》",4  
475,全国女子举重锦标赛佳音频传,1990-05-23,"举重锦标赛,女子举重,世界纪录",3  
476,绣园林,2013-09-30,"刺绣艺术,拙政园,文化遗产",6  
477,图片报道,2003-02-13,"下岗女工,再就业,生产",16  
478,图片报道,2009-07-09,"“女大学生创业导师”,“巾帼创业行动”,“创业导师”",2  
479,图片报道,2002-04-20,"纳税人,残疾人,系统",5  
480,全国汽车场地越野锦标赛落幕(体坛速递),2012-05-29,"汽车场地越野,越野锦标赛,闭幕",15  
481,女子举重大丰收,1988-05-12,"女子举重,举重锦标赛,世界纪录",3  
482,６１名全国优秀女企业家受表彰,1994-07-10,"表彰,中国女企业家协会,“巾帼建功”",2  
483,技能培训送到家门口,2011-03-20,"培训,妇女,“巾帼家政服务工程”",7  
484,李春霞自办家庭科技图书室,1991-12-29,"自办家庭科技,科技图书室,李春霞",5  
485,松滋公路段教育职工爱岗敬业,1996-04-22,"公路,爱岗敬业,职工",3  
486,图片报道,2012-05-22,,18  
487,科普知识进车厢,2004-07-08,"科普,因特网,群众",14  
488,飞跃杯女子足球邀请赛结束,1985-05-16,"女子足球,邀请赛,辽宁队",3  
489,海南教育：从根儿上消除贫困（在一线）,2017-07-27,"教育,学校,济困",18  
490,党建带妇建　撑起半边天,2010-09-07,"妇女,创先争优,半边天",18  
491,风浪中让我们携手同行（专稿）,1998-09-05,"妇女,后方,交战",7  
492,挑战极限竞风流,2006-07-05,"青藏高原,气候,女工",2  
493,我国妇女事业快速发展,1997-09-18,"中国,妇女事业,妇女工作",2  
494,全国妇联举行新闻发布会,1992-02-21,"新闻发布会,妇女,农村",3  
495,《海誓》壮豪情 艺坛生新华,1995-01-14,"《海誓》,沈扬眉,高山族",12  
496,西北边陲的大校夫妻,1994-11-29,"西北边陲,夫妇,龚惠芸",3  
497,中直机关召开庆“五一”先进代表座谈会,1994-04-27,"代表,中直机关,座谈会",4  
498,第九届亚洲最佳运动员评出,1994-03-22,"最佳运动员,中国体育记者协会,《体坛纵横》",2  
499,“下岗人”当“领头雁”,1998-04-30,"“领头雁”,“下岗人”,李发成",2  
500,开封豫剧团在京演出,1982-05-02,"开封市豫剧团,樊梨花,《爱情的审判》",5  
501,首届北京—拉萨摩托车拉力赛开赛,1995-08-09,"拉萨摩托车拉力赛,首届北京,天安门广场",8  
502,国门警花,2003-10-22,"福建福州机场边防检查站,“女子旅检科”,“全国三八红旗集体”",13  
503,南京军区表彰二十名军人好妻子,1994-01-18,"军人好妻子,表彰,“光荣匾”",3  
504,别样童年（新视野）,2006-05-31,"康复训练,教师,交流",10  
505,值班女工,2006-03-21,"值班女工,管道,劳动",15  
506,全国围棋个人锦标赛弈过半程,1991-09-12,"个人锦标赛,围棋个人,形势",4  
507,别开生面的“三八”晚会（看台人语）,2000-03-17,"别开生面,“三八”晚会,历史",12  
508,我党久经考验的共产主义战士著名戏剧教育家李伯钊同志,1985-04-21,"李伯钊,共产主义,戏剧",4  
509,帮助贫困妇女解决燃眉之急,2002-02-08,"妇女,燃眉之急,通知",2  
510,第四届全国十大绿化女状元,2006-02-19,"江西珊娜果业有限公司,绿化,示范基地",7  
511,女性撑起新中国体育半壁江山,2005-03-08,"体育,半壁江山,第一名",10  
512,眉佳“三部曲”（艺文短镜头）,2000-07-29,"“三部曲”,“眉佳的成长三部曲”,《接风洗尘》",5  
513,北京举行“花木兰文化艺术笔会”,1996-08-18,"花木兰,文化艺术笔会,亚洲电视艺术中心",4  
514,白衣天使的除夕夜,2001-01-24,"除夕夜,周玲静,“年夜饭”",2  
515,农行学“二兰”双先电话表彰会召开,1991-03-13,"“二兰”,电话表彰会,演说",2  
516,“红色家园”征文评奖揭晓,2017-03-22,"“红色家园”,《去成都看红军哥哥》,《长征前夕的密报》",24  
517,《中国女排在郴州》出版,1998-10-08,"《中国女排在郴州》,出版,基地",8  
518,上海游泳世锦赛 美国队菲尔普斯罗切特领衔(体坛速递),2011-01-22,"菲尔普斯罗切特,游泳世锦赛,上海游泳",6  
519,且看巨人陈月芳和谢苗诺娃如何斗法,1984-06-23,"谢苗诺娃,陈月芳,中国女篮",3  
520,图片报道,2012-05-16,,18  
521,新四军部分老同志在京聚会,1991-12-27,"老同志,《中原女战士》,革命传统教育",3  
522,长春千名下岗女工　创家政服务“品牌”（图文广角）,2004-03-05,"下岗女工,家政服务,“品牌”",2  
523,“攀登杯”短跑道速滑赛在长春开始,1987-12-20,"“攀登杯”,长春开始,比赛",3  
524,重新修建的秋瑾立像墓竣工,1981-10-13,"秋瑾,“鉴湖女侠千古”,“巾帼英雄”",4  
525,交响音乐《木兰诗篇》赴林肯艺术中心,2005-09-15,"《木兰诗篇》,林肯艺术中心,交响音乐",9  
526,八位勇士走艰难古道,2004-05-12,"“穿越中国陆路边境”,“重走长征路”,“巾帼闯天关”",9  
527,《特殊连队》在瑞金开拍,1990-12-01,"《特殊连队》,红军,《巾帼列传》",4  
528,中国队获国际警察体育五项赛女团冠军,1993-09-27,"第一名,警察体育,国际",4  
529,石家庄市营造“城市森林”,2000-03-13,"“城市森林”,“红领巾林”,“巾帼林”",1  
530,２８０名妇女获全国“三八”红旗手称号,1998-02-26,"“三八”红旗手,妇女,决定",3  
531,向全军女官兵致以节日祝贺,2013-08-02,"官兵,庆典,节日",6  
532,大龄下岗职工的带头人,2003-11-17,"下岗职工,带头人,江苏省睢宁四通色纺厂",15  
533,下岗女工练好技艺就业宽,2003-04-06,"就业,下岗女工,社区",5  
534,田径孙英杰转场再战乒网上演强强对话（今日看点）,2005-10-17,"孙英杰,强强对话,乒乓球",12  
535,国际排联授予郎平最佳教练称号,1997-04-19,"最佳教练称号,国际排联,通知",4  
536,首届世界女足锦标赛开赛在即,1991-11-13,"锦标赛,女足,飞机",4  
537,长霞礼赞（五首）,2004-06-17,悲君,11  
538,宁夏保姆将持证上岗,2004-04-01,"持证上岗,家政服务,就业",10  
539,中国女棋手谢军在国际象棋区际赛中保持领先,1990-07-14,"棋手谢军,国际象棋,比赛",4  
540,“代理妈妈”情意真,2007-11-01,"“代理妈妈”,儿童,母亲",13  
541,有你有晴天,2013-10-27,"社区女子舞蹈队,“妇女之家”,委社区妇联",2  
542,全国三八红旗手（集体）表彰大会召开,2012-03-08,"国务院妇女儿童工作委员会,表彰,三八红旗手",4  
543,体坛速递,2009-05-20,"国际,巾帼健身大赛,比赛",12  
544,把妇女工作全面推向新阶段,1998-03-08,"妇女工作,建设,评论员",4  
545,充分发挥妇女在精神文明建设中的作用,1997-09-29,"建设,精神文明,妇女",11  
546,哈尔滨“妇联家政”促下岗女工再就业（迎难而上促就业）,2003-07-30,"下岗,就业,“妇联家政”",4  
547,辽宁 下岗女工进“农”门（自强篇）,1998-06-06,"下岗女工,农村,生产",7  
548,培训进村寨 阿婶出深山（改革追踪看落实）,2016-04-24,"培训,大篷车,阿婶",3  
549,女儿当自强,1993-10-07,"女儿当自强,妇女,中国",3  
550,中国妇女第十一次全国代表大会闭幕,2013-11-01,"妇女,全国代表大会,闭幕",4  
551,为年轻的梦想铺路,2012-03-04,"创业实践基地,中国女企业家协会,贷款",4  
552,走出家门闯天下（贯彻实施《中国妇女发展纲要》《中国儿童发展纲要》）,2004-07-16,"妇女,农村,《中国儿童发展纲要》",14  
553,四川三百一十万农村妇女脱贫 青海“三下乡”让农牧民得实惠,2002-03-18,"妇女,农村,脱贫",4  
554,女军人再担重任（远望台）,2011-11-25,"军队建设发展,社会文明进步,文化",20  
555,陈慕华在全国妇联常委会上指出妇联要围绕中心任务做好城市妇女工作,1996-06-17,"城市妇女工作,中心任务,城市改革",3  
556,镜头对准现实生活,1991-08-30,"对准现实生活,北京电视艺术中心,《钟鼓楼》",5  
